"YearEnd","Country","HBT","DepartmentType","Age","AgeQF","Sex","SexQF","Deprivation","DeprivationQF","OneAttendance","TwoAttendances","ThreeAttendances","FourAttendances","FivePlusAttendances"
"202604","S92000003","S08000015","Type 1","18-24","","Female","","1","",810,201,64,23,30
"202604","S92000003","S08000015","Type 1","18-24","","Female","","2","",514,111,33,13,19
"202604","S92000003","S08000015","Type 1","18-24","","Female","","3","",308,76,17,5,7
"202604","S92000003","S08000015","Type 1","18-24","","Female","","4","",188,42,11,6,3
"202604","S92000003","S08000015","Type 1","18-24","","Female","","5","",175,31,5,4,1
"202604","S92000003","S08000015","Type 1","18-24","","Female","","",":",58,9,3,1,3
"202604","S92000003","S08000015","Type 1","25-39","","Female","","1","",1758,398,145,54,70
"202604","S92000003","S08000015","Type 1","25-39","","Female","","2","",1054,237,59,32,39
"202604","S92000003","S08000015","Type 1","25-39","","Female","","3","",615,123,33,7,7
"202604","S92000003","S08000015","Type 1","25-39","","Female","","4","",402,71,18,6,6
"202604","S92000003","S08000015","Type 1","25-39","","Female","","5","",327,52,11,3,3
"202604","S92000003","S08000015","Type 1","25-39","","Female","","",":",209,36,11,3,8
"202604","S92000003","S08000015","Type 1","40-64","","Female","","1","",2581,606,183,48,63
"202604","S92000003","S08000015","Type 1","40-64","","Female","","2","",1908,380,111,24,39
"202604","S92000003","S08000015","Type 1","40-64","","Female","","3","",1271,227,73,19,14
"202604","S92000003","S08000015","Type 1","40-64","","Female","","4","",937,165,38,10,9
"202604","S92000003","S08000015","Type 1","40-64","","Female","","5","",749,118,37,7,4
"202604","S92000003","S08000015","Type 1","40-64","","Female","","",":",209,46,12,4,1
"202604","S92000003","S08000015","Type 1","65-74","","Female","","1","",898,171,58,21,18
"202604","S92000003","S08000015","Type 1","65-74","","Female","","2","",733,158,43,14,14
"202604","S92000003","S08000015","Type 1","65-74","","Female","","3","",546,110,27,13,7
"202604","S92000003","S08000015","Type 1","65-74","","Female","","4","",416,80,28,4,8
"202604","S92000003","S08000015","Type 1","65-74","","Female","","5","",435,61,25,10,3
"202604","S92000003","S08000015","Type 1","65-74","","Female","","",":",68,12,1,1,1
"202604","S92000003","S08000015","Type 1","75 plus","","Female","","1","",1115,299,94,42,20
"202604","S92000003","S08000015","Type 1","75 plus","","Female","","2","",1033,280,74,24,21
"202604","S92000003","S08000015","Type 1","75 plus","","Female","","3","",743,175,60,27,11
"202604","S92000003","S08000015","Type 1","75 plus","","Female","","4","",649,139,36,24,3
"202604","S92000003","S08000015","Type 1","75 plus","","Female","","5","",712,151,48,20,10
"202604","S92000003","S08000015","Type 1","75 plus","","Female","","",":",62,7,2,0,1
"202604","S92000003","S08000015","Type 1","Under 18","","Female","","1","",1875,437,151,55,44
"202604","S92000003","S08000015","Type 1","Under 18","","Female","","2","",1186,291,92,35,20
"202604","S92000003","S08000015","Type 1","Under 18","","Female","","3","",785,155,45,20,9
"202604","S92000003","S08000015","Type 1","Under 18","","Female","","4","",581,127,29,7,6
"202604","S92000003","S08000015","Type 1","Under 18","","Female","","5","",477,104,27,8,4
"202604","S92000003","S08000015","Type 1","Under 18","","Female","","",":",264,58,17,9,5
"202604","S92000003","S08000015","Type 1","18-24","","Male","","1","",755,145,42,14,22
"202604","S92000003","S08000015","Type 1","18-24","","Male","","2","",482,118,22,8,8
"202604","S92000003","S08000015","Type 1","18-24","","Male","","3","",325,72,19,7,3
"202604","S92000003","S08000015","Type 1","18-24","","Male","","4","",246,54,9,8,3
"202604","S92000003","S08000015","Type 1","18-24","","Male","","5","",218,41,6,1,0
"202604","S92000003","S08000015","Type 1","18-24","","Male","","",":",55,11,3,3,3
"202604","S92000003","S08000015","Type 1","25-39","","Male","","1","",1798,444,140,51,43
"202604","S92000003","S08000015","Type 1","25-39","","Male","","2","",1119,241,64,15,24
"202604","S92000003","S08000015","Type 1","25-39","","Male","","3","",646,133,34,17,9
"202604","S92000003","S08000015","Type 1","25-39","","Male","","4","",424,70,22,5,7
"202604","S92000003","S08000015","Type 1","25-39","","Male","","5","",334,56,9,5,3
"202604","S92000003","S08000015","Type 1","25-39","","Male","","",":",187,32,9,4,0
"202604","S92000003","S08000015","Type 1","40-64","","Male","","1","",2463,570,168,70,89
"202604","S92000003","S08000015","Type 1","40-64","","Male","","2","",1923,386,117,42,41
"202604","S92000003","S08000015","Type 1","40-64","","Male","","3","",1211,213,56,17,15
"202604","S92000003","S08000015","Type 1","40-64","","Male","","4","",903,155,38,12,14
"202604","S92000003","S08000015","Type 1","40-64","","Male","","5","",756,117,28,9,2
"202604","S92000003","S08000015","Type 1","40-64","","Male","","",":",203,31,13,5,2
"202604","S92000003","S08000015","Type 1","65-74","","Male","","1","",829,199,61,23,18
"202604","S92000003","S08000015","Type 1","65-74","","Male","","2","",692,166,48,13,15
"202604","S92000003","S08000015","Type 1","65-74","","Male","","3","",518,118,24,9,8
"202604","S92000003","S08000015","Type 1","65-74","","Male","","4","",412,76,23,2,4
"202604","S92000003","S08000015","Type 1","65-74","","Male","","5","",328,69,23,2,6
"202604","S92000003","S08000015","Type 1","65-74","","Male","","",":",67,12,4,0,0
"202604","S92000003","S08000015","Type 1","75 plus","","Male","","1","",797,227,66,29,22
"202604","S92000003","S08000015","Type 1","75 plus","","Male","","2","",783,215,66,30,13
"202604","S92000003","S08000015","Type 1","75 plus","","Male","","3","",574,159,47,17,10
"202604","S92000003","S08000015","Type 1","75 plus","","Male","","4","",505,124,38,15,13
"202604","S92000003","S08000015","Type 1","75 plus","","Male","","5","",558,133,49,11,9
"202604","S92000003","S08000015","Type 1","75 plus","","Male","","",":",36,9,5,0,1
"202604","S92000003","S08000015","Type 1","Under 18","","Male","","1","",2230,537,167,61,32
"202604","S92000003","S08000015","Type 1","Under 18","","Male","","2","",1466,333,108,26,19
"202604","S92000003","S08000015","Type 1","Under 18","","Male","","3","",913,230,62,20,14
"202604","S92000003","S08000015","Type 1","Under 18","","Male","","4","",702,144,38,11,9
"202604","S92000003","S08000015","Type 1","Under 18","","Male","","5","",688,145,40,14,2
"202604","S92000003","S08000015","Type 1","Under 18","","Male","","",":",314,75,17,13,3
"202604","S92000003","S08000015","Type 1","",":","",":","",":",0,0,0,0,0
"202604","S92000003","S08000016","Type 1","18-24","","Female","","1","",58,18,3,1,5
"202604","S92000003","S08000016","Type 1","18-24","","Female","","2","",116,28,7,3,5
"202604","S92000003","S08000016","Type 1","18-24","","Female","","3","",198,40,13,5,5
"202604","S92000003","S08000016","Type 1","18-24","","Female","","4","",158,35,11,6,3
"202604","S92000003","S08000016","Type 1","18-24","","Female","","5","",65,13,4,1,0
"202604","S92000003","S08000016","Type 1","18-24","","Female","","",":",37,2,1,0,1
"202604","S92000003","S08000016","Type 1","25-39","","Female","","1","",109,30,9,6,7
"202604","S92000003","S08000016","Type 1","25-39","","Female","","2","",220,53,11,8,8
"202604","S92000003","S08000016","Type 1","25-39","","Female","","3","",392,91,19,11,14
"202604","S92000003","S08000016","Type 1","25-39","","Female","","4","",322,73,25,7,8
"202604","S92000003","S08000016","Type 1","25-39","","Female","","5","",96,15,1,0,3
"202604","S92000003","S08000016","Type 1","25-39","","Female","","",":",55,16,5,2,0
"202604","S92000003","S08000016","Type 1","40-64","","Female","","1","",170,38,16,5,7
"202604","S92000003","S08000016","Type 1","40-64","","Female","","2","",366,99,20,6,12
"202604","S92000003","S08000016","Type 1","40-64","","Female","","3","",832,179,47,22,32
"202604","S92000003","S08000016","Type 1","40-64","","Female","","4","",763,132,40,16,22
"202604","S92000003","S08000016","Type 1","40-64","","Female","","5","",240,43,7,1,3
"202604","S92000003","S08000016","Type 1","40-64","","Female","","",":",63,11,5,2,2
"202604","S92000003","S08000016","Type 1","65-74","","Female","","1","",53,21,4,5,4
"202604","S92000003","S08000016","Type 1","65-74","","Female","","2","",173,40,12,4,4
"202604","S92000003","S08000016","Type 1","65-74","","Female","","3","",384,89,25,20,12
"202604","S92000003","S08000016","Type 1","65-74","","Female","","4","",408,93,25,10,6
"202604","S92000003","S08000016","Type 1","65-74","","Female","","5","",91,10,2,2,1
"202604","S92000003","S08000016","Type 1","65-74","","Female","","",":",41,6,0,1,1
"202604","S92000003","S08000016","Type 1","75 plus","","Female","","1","",57,15,2,6,4
"202604","S92000003","S08000016","Type 1","75 plus","","Female","","2","",279,100,39,15,10
"202604","S92000003","S08000016","Type 1","75 plus","","Female","","3","",542,164,79,26,22
"202604","S92000003","S08000016","Type 1","75 plus","","Female","","4","",648,206,74,28,23
"202604","S92000003","S08000016","Type 1","75 plus","","Female","","5","",130,48,17,4,8
"202604","S92000003","S08000016","Type 1","75 plus","","Female","","",":",57,22,4,2,4
"202604","S92000003","S08000016","Type 1","Under 18","","Female","","1","",137,23,7,4,5
"202604","S92000003","S08000016","Type 1","Under 18","","Female","","2","",196,34,8,2,4
"202604","S92000003","S08000016","Type 1","Under 18","","Female","","3","",464,113,21,8,8
"202604","S92000003","S08000016","Type 1","Under 18","","Female","","4","",382,90,16,5,4
"202604","S92000003","S08000016","Type 1","Under 18","","Female","","5","",121,20,8,4,1
"202604","S92000003","S08000016","Type 1","Under 18","","Female","","",":",64,10,1,0,0
"202604","S92000003","S08000016","Type 1","18-24","","Male","","1","",50,14,3,2,2
"202604","S92000003","S08000016","Type 1","18-24","","Male","","2","",101,26,10,1,2
"202604","S92000003","S08000016","Type 1","18-24","","Male","","3","",242,41,12,3,5
"202604","S92000003","S08000016","Type 1","18-24","","Male","","4","",181,38,11,3,2
"202604","S92000003","S08000016","Type 1","18-24","","Male","","5","",63,11,2,0,1
"202604","S92000003","S08000016","Type 1","18-24","","Male","","",":",23,4,3,0,1
"202604","S92000003","S08000016","Type 1","25-39","","Male","","1","",127,39,6,4,7
"202604","S92000003","S08000016","Type 1","25-39","","Male","","2","",274,61,15,9,6
"202604","S92000003","S08000016","Type 1","25-39","","Male","","3","",399,98,23,7,9
"202604","S92000003","S08000016","Type 1","25-39","","Male","","4","",349,68,12,5,8
"202604","S92000003","S08000016","Type 1","25-39","","Male","","5","",99,16,1,1,2
"202604","S92000003","S08000016","Type 1","25-39","","Male","","",":",48,12,4,1,2
"202604","S92000003","S08000016","Type 1","40-64","","Male","","1","",165,34,15,4,12
"202604","S92000003","S08000016","Type 1","40-64","","Male","","2","",414,72,31,13,10
"202604","S92000003","S08000016","Type 1","40-64","","Male","","3","",848,166,46,12,28
"202604","S92000003","S08000016","Type 1","40-64","","Male","","4","",727,159,38,27,21
"202604","S92000003","S08000016","Type 1","40-64","","Male","","5","",219,36,4,1,3
"202604","S92000003","S08000016","Type 1","40-64","","Male","","",":",84,15,4,2,3
"202604","S92000003","S08000016","Type 1","65-74","","Male","","1","",63,12,7,3,8
"202604","S92000003","S08000016","Type 1","65-74","","Male","","2","",162,48,17,5,7
"202604","S92000003","S08000016","Type 1","65-74","","Male","","3","",396,114,36,15,19
"202604","S92000003","S08000016","Type 1","65-74","","Male","","4","",352,80,32,7,9
"202604","S92000003","S08000016","Type 1","65-74","","Male","","5","",99,18,7,2,1
"202604","S92000003","S08000016","Type 1","65-74","","Male","","",":",28,9,2,3,2
"202604","S92000003","S08000016","Type 1","75 plus","","Male","","1","",40,15,7,4,1
"202604","S92000003","S08000016","Type 1","75 plus","","Male","","2","",176,72,32,9,15
"202604","S92000003","S08000016","Type 1","75 plus","","Male","","3","",491,135,69,25,26
"202604","S92000003","S08000016","Type 1","75 plus","","Male","","4","",462,187,80,32,30
"202604","S92000003","S08000016","Type 1","75 plus","","Male","","5","",127,25,14,7,5
"202604","S92000003","S08000016","Type 1","75 plus","","Male","","",":",45,13,7,1,0
"202604","S92000003","S08000016","Type 1","Under 18","","Male","","1","",144,36,5,6,5
"202604","S92000003","S08000016","Type 1","Under 18","","Male","","2","",227,35,21,4,1
"202604","S92000003","S08000016","Type 1","Under 18","","Male","","3","",598,127,26,15,2
"202604","S92000003","S08000016","Type 1","Under 18","","Male","","4","",555,111,34,10,8
"202604","S92000003","S08000016","Type 1","Under 18","","Male","","5","",172,39,9,2,4
"202604","S92000003","S08000016","Type 1","Under 18","","Male","","",":",73,12,12,2,1
"202604","S92000003","S08000016","Type 1","",":","",":","",":",0,0,0,0,0
"202604","S92000003","S08000017","Type 1","18-24","","Female","","1","",146,44,22,6,16
"202604","S92000003","S08000017","Type 1","18-24","","Female","","2","",251,91,29,12,18
"202604","S92000003","S08000017","Type 1","18-24","","Female","","3","",266,86,24,14,15
"202604","S92000003","S08000017","Type 1","18-24","","Female","","4","",123,27,12,3,6
"202604","S92000003","S08000017","Type 1","18-24","","Female","","5","",82,16,3,4,2
"202604","S92000003","S08000017","Type 1","18-24","","Female","","",":",25,9,4,1,2
"202604","S92000003","S08000017","Type 1","25-39","","Female","","1","",255,76,26,18,22
"202604","S92000003","S08000017","Type 1","25-39","","Female","","2","",546,169,67,27,36
"202604","S92000003","S08000017","Type 1","25-39","","Female","","3","",542,122,37,19,14
"202604","S92000003","S08000017","Type 1","25-39","","Female","","4","",238,56,11,7,13
"202604","S92000003","S08000017","Type 1","25-39","","Female","","5","",177,31,3,1,3
"202604","S92000003","S08000017","Type 1","25-39","","Female","","",":",76,25,5,6,1
"202604","S92000003","S08000017","Type 1","40-64","","Female","","1","",367,95,36,23,20
"202604","S92000003","S08000017","Type 1","40-64","","Female","","2","",1046,263,92,42,49
"202604","S92000003","S08000017","Type 1","40-64","","Female","","3","",1171,261,73,28,32
"202604","S92000003","S08000017","Type 1","40-64","","Female","","4","",545,103,26,13,8
"202604","S92000003","S08000017","Type 1","40-64","","Female","","5","",351,60,12,5,3
"202604","S92000003","S08000017","Type 1","40-64","","Female","","",":",107,19,9,1,4
"202604","S92000003","S08000017","Type 1","65-74","","Female","","1","",126,29,17,5,5
"202604","S92000003","S08000017","Type 1","65-74","","Female","","2","",424,105,41,19,21
"202604","S92000003","S08000017","Type 1","65-74","","Female","","3","",501,111,36,20,15
"202604","S92000003","S08000017","Type 1","65-74","","Female","","4","",256,51,15,8,4
"202604","S92000003","S08000017","Type 1","65-74","","Female","","5","",152,35,9,2,4
"202604","S92000003","S08000017","Type 1","65-74","","Female","","",":",44,4,1,2,1
"202604","S92000003","S08000017","Type 1","75 plus","","Female","","1","",134,30,21,8,10
"202604","S92000003","S08000017","Type 1","75 plus","","Female","","2","",569,243,72,39,45
"202604","S92000003","S08000017","Type 1","75 plus","","Female","","3","",854,257,78,21,25
"202604","S92000003","S08000017","Type 1","75 plus","","Female","","4","",342,113,36,9,12
"202604","S92000003","S08000017","Type 1","75 plus","","Female","","5","",223,58,21,1,9
"202604","S92000003","S08000017","Type 1","75 plus","","Female","","",":",36,6,0,0,0
"202604","S92000003","S08000017","Type 1","Under 18","","Female","","1","",290,85,25,13,12
"202604","S92000003","S08000017","Type 1","Under 18","","Female","","2","",679,175,62,24,26
"202604","S92000003","S08000017","Type 1","Under 18","","Female","","3","",673,137,42,20,16
"202604","S92000003","S08000017","Type 1","Under 18","","Female","","4","",281,76,28,7,5
"202604","S92000003","S08000017","Type 1","Under 18","","Female","","5","",220,40,16,8,2
"202604","S92000003","S08000017","Type 1","Under 18","","Female","","",":",88,21,7,0,1
"202604","S92000003","S08000017","Type 1","18-24","","Male","","1","",119,35,9,9,10
"202604","S92000003","S08000017","Type 1","18-24","","Male","","2","",280,64,28,14,9
"202604","S92000003","S08000017","Type 1","18-24","","Male","","3","",324,84,30,5,6
"202604","S92000003","S08000017","Type 1","18-24","","Male","","4","",134,27,6,1,1
"202604","S92000003","S08000017","Type 1","18-24","","Male","","5","",76,11,7,3,0
"202604","S92000003","S08000017","Type 1","18-24","","Male","","",":",30,6,0,1,1
"202604","S92000003","S08000017","Type 1","25-39","","Male","","1","",310,91,24,12,29
"202604","S92000003","S08000017","Type 1","25-39","","Male","","2","",614,163,58,27,17
"202604","S92000003","S08000017","Type 1","25-39","","Male","","3","",685,113,38,19,10
"202604","S92000003","S08000017","Type 1","25-39","","Male","","4","",273,58,9,7,6
"202604","S92000003","S08000017","Type 1","25-39","","Male","","5","",187,38,1,4,4
"202604","S92000003","S08000017","Type 1","25-39","","Male","","",":",67,13,0,1,0
"202604","S92000003","S08000017","Type 1","40-64","","Male","","1","",386,123,40,20,24
"202604","S92000003","S08000017","Type 1","40-64","","Male","","2","",944,260,74,44,54
"202604","S92000003","S08000017","Type 1","40-64","","Male","","3","",1261,258,83,23,35
"202604","S92000003","S08000017","Type 1","40-64","","Male","","4","",552,95,31,7,7
"202604","S92000003","S08000017","Type 1","40-64","","Male","","5","",292,74,16,4,5
"202604","S92000003","S08000017","Type 1","40-64","","Male","","",":",90,19,3,1,4
"202604","S92000003","S08000017","Type 1","65-74","","Male","","1","",98,43,16,10,9
"202604","S92000003","S08000017","Type 1","65-74","","Male","","2","",427,139,41,26,34
"202604","S92000003","S08000017","Type 1","65-74","","Male","","3","",551,152,36,9,22
"202604","S92000003","S08000017","Type 1","65-74","","Male","","4","",220,62,16,7,4
"202604","S92000003","S08000017","Type 1","65-74","","Male","","5","",151,31,12,5,1
"202604","S92000003","S08000017","Type 1","65-74","","Male","","",":",45,7,2,2,0
"202604","S92000003","S08000017","Type 1","75 plus","","Male","","1","",106,30,11,8,5
"202604","S92000003","S08000017","Type 1","75 plus","","Male","","2","",491,161,71,41,49
"202604","S92000003","S08000017","Type 1","75 plus","","Male","","3","",685,245,61,38,34
"202604","S92000003","S08000017","Type 1","75 plus","","Male","","4","",336,85,33,18,15
"202604","S92000003","S08000017","Type 1","75 plus","","Male","","5","",188,39,16,10,6
"202604","S92000003","S08000017","Type 1","75 plus","","Male","","",":",50,7,4,0,0
"202604","S92000003","S08000017","Type 1","Under 18","","Male","","1","",313,97,28,13,19
"202604","S92000003","S08000017","Type 1","Under 18","","Male","","2","",723,210,75,21,20
"202604","S92000003","S08000017","Type 1","Under 18","","Male","","3","",815,187,58,18,16
"202604","S92000003","S08000017","Type 1","Under 18","","Male","","4","",351,87,24,6,5
"202604","S92000003","S08000017","Type 1","Under 18","","Male","","5","",273,60,7,3,2
"202604","S92000003","S08000017","Type 1","Under 18","","Male","","",":",107,19,2,0,2
"202604","S92000003","S08000017","Type 1","",":","",":","",":",0,0,0,0,0
"202604","S92000003","S08000019","Type 1","18-24","","Female","","1","",326,77,24,8,14
"202604","S92000003","S08000019","Type 1","18-24","","Female","","2","",407,94,24,9,13
"202604","S92000003","S08000019","Type 1","18-24","","Female","","3","",262,46,12,2,5
"202604","S92000003","S08000019","Type 1","18-24","","Female","","4","",253,36,11,5,4
"202604","S92000003","S08000019","Type 1","18-24","","Female","","5","",285,41,13,1,4
"202604","S92000003","S08000019","Type 1","18-24","","Female","","",":",61,4,2,2,4
"202604","S92000003","S08000019","Type 1","25-39","","Female","","1","",708,179,61,13,25
"202604","S92000003","S08000019","Type 1","25-39","","Female","","2","",980,205,46,17,28
"202604","S92000003","S08000019","Type 1","25-39","","Female","","3","",551,109,24,10,9
"202604","S92000003","S08000019","Type 1","25-39","","Female","","4","",452,82,16,7,15
"202604","S92000003","S08000019","Type 1","25-39","","Female","","5","",377,57,10,5,4
"202604","S92000003","S08000019","Type 1","25-39","","Female","","",":",142,19,2,3,3
"202604","S92000003","S08000019","Type 1","40-64","","Female","","1","",968,226,59,29,35
"202604","S92000003","S08000019","Type 1","40-64","","Female","","2","",1430,276,64,25,32
"202604","S92000003","S08000019","Type 1","40-64","","Female","","3","",906,157,26,21,24
"202604","S92000003","S08000019","Type 1","40-64","","Female","","4","",888,130,35,13,13
"202604","S92000003","S08000019","Type 1","40-64","","Female","","5","",823,109,28,11,7
"202604","S92000003","S08000019","Type 1","40-64","","Female","","",":",118,15,1,2,0
"202604","S92000003","S08000019","Type 1","65-74","","Female","","1","",334,73,25,11,7
"202604","S92000003","S08000019","Type 1","65-74","","Female","","2","",513,101,28,13,15
"202604","S92000003","S08000019","Type 1","65-74","","Female","","3","",392,90,13,3,7
"202604","S92000003","S08000019","Type 1","65-74","","Female","","4","",412,56,12,2,5
"202604","S92000003","S08000019","Type 1","65-74","","Female","","5","",388,65,14,3,5
"202604","S92000003","S08000019","Type 1","65-74","","Female","","",":",51,2,0,0,1
"202604","S92000003","S08000019","Type 1","75 plus","","Female","","1","",420,124,31,18,16
"202604","S92000003","S08000019","Type 1","75 plus","","Female","","2","",811,229,59,20,18
"202604","S92000003","S08000019","Type 1","75 plus","","Female","","3","",562,139,46,13,6
"202604","S92000003","S08000019","Type 1","75 plus","","Female","","4","",741,193,49,11,17
"202604","S92000003","S08000019","Type 1","75 plus","","Female","","5","",633,128,37,6,13
"202604","S92000003","S08000019","Type 1","75 plus","","Female","","",":",58,4,1,0,0
"202604","S92000003","S08000019","Type 1","Under 18","","Female","","1","",631,129,37,9,7
"202604","S92000003","S08000019","Type 1","Under 18","","Female","","2","",859,196,31,6,12
"202604","S92000003","S08000019","Type 1","Under 18","","Female","","3","",549,94,21,7,5
"202604","S92000003","S08000019","Type 1","Under 18","","Female","","4","",524,75,22,7,2
"202604","S92000003","S08000019","Type 1","Under 18","","Female","","5","",497,98,14,5,2
"202604","S92000003","S08000019","Type 1","Under 18","","Female","","",":",135,16,5,0,2
"202604","S92000003","S08000019","Type 1","18-24","","Male","","1","",283,60,17,4,4
